"Sr. No.","Work Category","Work","State","IDA","Work Description","Hon'ble Members of Parliament","Elected/Nominated","Image","Completion Date","Amount Disbursed ( ₹ )"
"884","Normal/Others","WS/MP162/2023-2024/65690-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Provinding Bituminous Macadam Road at main road east side in Sope Nagar, Thiruppalai, Madurai District (Word No.7)","Shri S. Kalyanasundaram (2022-28) (NaN-NaN)","Elected MP","Images","25-Jan-2024","998201"
"885","Normal/Others","WS/MP015/2023-2024/11865-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Mecadam road at Deiveni  Nagar Main Road in Golden city , Chettikulam Village,Madurai District(2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","26-Jan-2024","998175"
"886","Normal/Others","WS/MP015/2023-2024/11863-Construction of roads, link roads, pathways or any other road with or without drainage system","Tamil Nadu","MADURAI(DISTRICT COLLECTOR MADURAI_IDA)","Providing Bituminous Mecadam road at First street south side in Golden city , Chettikulam Village,Madurai District(2022-2023)","Shri R. Dharmar (2022-28) (NaN-NaN)","Elected MP","Images","26-Jan-2024","998188"
"887","Normal/Others","WS/MP849/2023-2024/59983-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding center at police station bidhuna","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"888","Normal/Others","WS/MP849/2023-2024/59999-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station ajitmal","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"889","Normal/Others","WS/MP849/2023-2024/58575-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"890","Normal/Others","WS/MP849/2023-2024/59986-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station bela","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"891","Normal/Others","WS/MP849/2023-2024/59984-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station acchalda","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"892","Normal/Others","WS/MP849/2023-2024/59981-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding center At police station phaphund","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","194109"
"893","Normal/Others","WS/MP849/2023-2024/58592-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station ayana","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"894","Normal/Others","WS/MP849/2023-2024/59998-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station sahyal","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"895","Normal/Others","WS/MP849/2023-2024/59997-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station dibiyapur","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"896","Normal/Others","WS/MP849/2023-2024/59996-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station kudarkot","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"897","Normal/Others","WS/MP078/2023-2024/71148-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from Dhiman Basti Saned to Shamshan Ghat Saned, Dev. Block Bhoranj, District Hamirpur (HP) (Executing Agency BDO Bhoranj)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2026","100000"
"898","Normal/Others","WS/MP078/2023-2024/71163-Construction of roads, link roads, pathways or any other road with or without drainage system","Himachal Pradesh","HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA)","C/o L/R from Handpump to Mahila mandal, Ward No. 5 Village Ukhali, Block Bhoranj, District Hamirpur (HP) (Executing Agancy BDO Bhoranj)","Dr. Sikander Kumar (2022-28) (NaN-NaN)","Elected MP","N/A","20-Feb-2026","100000"
"899","Normal/Others","WS/MP849/2023-2024/59994-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station sahar","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"900","Normal/Others","WS/MP849/2023-2024/59990-Construction of Government office buildings (Post office, Police station, Police chauki, etc.)","Uttar Pradesh","AURAIYA(DISTRICT MAGISTRATE AURAIYA_IDA)","Baby feeding centre at police station Airwa katra","Smt. Geeta alias Chandraprabha (2020-26) (NaN-NaN)","Elected MP","Images","22-Jan-2026","329584"
"901","Normal/Others","WS/MP195/2023-2024/23159-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2025","163273"
"902","Normal/Others","WS/MP195/2023-2024/23158-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","14-Jan-2025","163273"
"903","Normal/Others","WS/MP195/2023-2024/23161-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"904","Normal/Others","WS/MP195/2023-2024/23160-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"905","Normal/Others","WS/MP195/2023-2024/23162-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"906","Normal/Others","WS/MP195/2023-2024/23163-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"907","Normal/Others","WS/MP195/2023-2024/23167-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"908","Normal/Others","WS/MP195/2023-2024/23165-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"909","Normal/Others","WS/MP195/2023-2024/23164-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"910","Normal/Others","WS/MP195/2023-2024/23166-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"911","Normal/Others","WS/MP195/2023-2024/23173-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"912","Normal/Others","WS/MP195/2023-2024/23172-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"913","Normal/Others","WS/MP195/2023-2024/23171-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"914","Normal/Others","WS/MP195/2023-2024/23174-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"915","Normal/Others","WS/MP195/2023-2024/23170-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"916","Normal/Others","WS/MP195/2023-2024/23178-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"917","Normal/Others","WS/MP195/2023-2024/23177-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163272.5"
"918","Normal/Others","WS/MP195/2023-2024/23176-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"919","Normal/Others","WS/MP195/2023-2024/23179-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"920","Normal/Others","WS/MP195/2023-2024/23175-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"921","Normal/Others","WS/MP195/2023-2024/23182-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"922","Normal/Others","WS/MP195/2023-2024/23185-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"923","Normal/Others","WS/MP195/2023-2024/23184-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"924","Normal/Others","WS/MP195/2023-2024/23186-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"925","Normal/Others","WS/MP195/2023-2024/23183-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"926","Normal/Others","WS/MP195/2023-2024/23188-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"927","Normal/Others","WS/MP195/2023-2024/23190-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"928","Normal/Others","WS/MP195/2023-2024/23187-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"929","Normal/Others","WS/MP195/2023-2024/23189-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"930","Normal/Others","WS/MP195/2023-2024/23191-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273.06"
"931","Normal/Others","WS/MP195/2023-2024/23198-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273.5"
"932","Normal/Others","WS/MP195/2023-2024/23196-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"933","Normal/Others","WS/MP195/2023-2024/23194-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"934","Normal/Others","WS/MP195/2023-2024/23192-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"935","Normal/Others","WS/MP195/2023-2024/23197-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"936","Normal/Others","WS/MP198/2023-2024/56888-Lighting of public spaces","Uttar Pradesh","PILIBHIT(DISTRICT MAGISTRAE PILIBHIT_IDA)","PER L.E.D LIGHT COST 283000 AND 27 NUMBER OF COST 7641000","Shri Ramji (2020-26) (NaN-NaN)","Elected MP","N/A","26-Feb-2024","7640984"
"937","Normal/Others","WS/MP195/2023-2024/23195-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"938","Normal/Others","WS/MP195/2023-2024/23193-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
"939","Normal/Others","WS/MP195/2023-2024/23201-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273.5"
"940","Normal/Others","WS/MP195/2023-2024/23200-Lighting of public spaces","Uttar Pradesh","BUDAUN(DISTRICT MAGISTRATE BUDAUN_IDA)","High Mast LED Light (9.5 mtrs MS Pole with 6 LED Light 150 W","Shri B.L. Verma (2020-26) (NaN-NaN)","Elected MP","Images","13-Jan-2025","163273"
